1145280717,NW6,17247560,3 Woodchurch Road NW6 3PL,NW6 3PL,"Flat,        Leasehold,   1 Bed,   1 Bath,   1 Recep",21120351,Previously listed for sale on  6th Feb 2012,6th February 2012,"£269,950",Flat,1,2,1,1,1,Sale, 6th Feb 2012,269950,,,,Flat,,,"Michael Leonard are delighted to offer for sale this newly refurbished first floor studio flat with a fantastic privateWestfacing roof terrace accessible from the main room and set within a four storey detached double fronted period property in the South Hampstead Conservation Area. The apartment is presented in excellent decorative order throughout with oak flooring, a modern fitted kitchen and bathroom, and a 22ft decked roof terrace. The property is situated in a tree lined street just offWestEnd Lane and located within easy reach of the local bus routes and train stations including the Jubilee, Metropolitan, Silverlink and Thameslink services. To arrange an internal inspection, Please call , Highly Recommended."
1145280717,NW6,17247560,3 Woodchurch Road NW6 3PL,NW6 3PL,"Flat,        Leasehold,   1 Bed,   1 Bath,   1 Recep",21195533,Previously listed for sale on 27th Jan 2012,27th January 2012,"£399,950",1 bed flat,1,2,1,1,1,Sale,27th Jan 2012,399950,1,1,,1 bed flat,,,"This bright one bedroom flat offers ample living space with a superb location in the heart of sought-after South Hampstead. Situated on the second floor of a classic period conversion the property comprises a light and spacious reception room, kitchen, one good-sized bedroom and bathroom. Goldhurst Terrace is a sought-after residential area moments from the superb range of shops, bars and restaurants inWestHampstead and on Finchley Road. Finchley Road Station (Jubilee and Metropolitan lines) is close by for links throughout theCityandWestEnd.Converted flatExcellent conditionGas fired central heatingViewing highly recommendedWooden flooringFitted wardrobes"
1145280717,NW6,17247560,3 Woodchurch Road NW6 3PL,NW6 3PL,"Flat,        Leasehold,   1 Bed,   1 Bath,   1 Recep",21192046,Previously listed for sale on 26th Jan 2012,26th January 2012,"£269,950",1 bed flat,1,2,1,1,1,Sale,26th Jan 2012,269950,1,1,Furnished,1 bed flat,|,,"Key features:As Joint Sole agents Paramount are very pleased to offer for sale this newly refurbished first floor studio flat with a fantastic privateWestfacing roof terrace accessible from the main room and set within a four storey detached double fronted period property in South Hampstead.The property is situated in a tree lined street just offWestEnd Lane and located within easy reach of the local bus routes and train stations including the Jubilee, Metropolitan, Silverlink and Thameslink services.The accommodation comprises the rear facing 19' studio room with wood floors and direct access to the private roof terrace; a modern open plan fitted kitchen with an integral electric/oven, fridge/washer dryer; a modern bathroom incorporating a white three piece suite and a large storage cupboard accessible from the hallway.Further benefits include share of freehold, residents permit parking and no upper chain."
1145280717,NW6,17247560,3 Woodchurch Road NW6 3PL,NW6 3PL,"Flat,        Leasehold,   1 Bed,   1 Bath,   1 Recep",24629294,Previously listed for sale on 30th Jul 2010,30th July 2010,"£599,950",2 bed flat,1,2,1,1,1,Sale,30th Jul 2010,599950,1,2,,2 bed flat,,,"This elegant and stylish apartment lies across the second floor of this grand period residence. The property is naturally bright and spacious throughout offering versatile and well appointed accommodation.The charming reception room is of very good proportions with good ceiling height and also a working fireplace, whilst the seperate kitchen benefits from direct access to a private decked terrace. There is ample storage throughout the property including a large walk-in-wardrobe in the master bedroom. The bathroom has been refurbished to the highest standard and includes under floor heating.View property brochure, video tours and more"
1145280717,NW6,17247560,3 Woodchurch Road NW6 3PL,NW6 3PL,"Flat,        Leasehold,   1 Bed,   1 Bath,   1 Recep",25143086,Previously listed for sale on 21st May 2010,21st May 2010,"£349,950",1 bed flat,1,2,1,1,1,Sale,21st May 2010,349950,1,1,,1 bed flat,,,"Key features:As sole agents Paramount are proud to offer this superb ground floor one bedroom apartment within an imposing period house on the ever popular and sought after South HampsteadConservation area. Within a short distance onWestEnd Lane inWestHampstead are all local amenities including the three main train links, local and numerous bus routes and a vast array of local shops, restaurants and cafes. The accommodation comprises a bright rear aspect reception with a very high ceiling and feature wood doors and windows and a stripped wood floor, doors giving access onto the rear communal gardens and steps upto a very imaginative and clever use of a mezzanine space to provide a study/bedroom/overnight sleeping area. In addition the flat comes with a modern fitted kitchen and shower room, fitted wardrobes to the master bedroom, communal heating, the use of super communal gardens with a small more private area adjacent to the french doors and a very long lease. We recommend an early viewing to appreciate this fabulous first home.1 BedroomVirtual Tour LinkVirtual Tour');"">Virtual Tour"
1145280717,NW6,17247560,3 Woodchurch Road NW6 3PL,NW6 3PL,"Flat,        Leasehold,   1 Bed,   1 Bath,   1 Recep",2939433,Previously listed for rent on 7th November 2009,7th November 2009,"£1,430 pcm",1 bed flat,1,2,1,1,1,Rent,7th November 2009,1430,1,1,Furnished,1 bed flat,Furnished,Wood flooring|High ceilings|Converted flat|Good decorative order|Communal gardens,"A lovely spacious one bedroom flat found in the sought after location of South Hampstead. The property comprises a large reception room with a mazzanine level, further bedroom with bathroom. It also has direct access to communual gardens. This property is available from the begining of November and is offered either furnished or unfurnished."
1145280717,NW6,27327294,"Flat 1, 3 Woodchurch Road NW6 3PL",NW6 3PL,"Flat,        Leasehold,   3 Beds,   2 Baths,   2 Receps",,,,,,1,2,3,2,2,,,,,,,,,,
1145280717,NW6,27191222,"Flat 2, 3 Woodchurch Road NW6 3PL",NW6 3PL,"Flat,        Leasehold,   2 Beds,   2 Baths,   1 Recep",29382767,Previously listed for sale on 15th Jun 2013,15th Jun 2013,"£850,000",2 bed flat,1,2,2,2,1,Sale,15th Jun 2013,850000,1,2,,2 bed flat,,,"Superb split level two bedroom garden flat (1,080 sq ft) in South Hampstead. The bedrooms occupy the raised ground floor with a large master bedroom suite and spacious second bedroom. The open plan living accommodation at garden level leads to a 120ft garden."
1145280717,NW6,27463067,"Flat 4, 3 Woodchurch Road NW6 3PL",NW6 3PL,"Flat,        Leasehold,   2 Beds,   1 Bath,   1 Recep",28759830,Previously listed for sale on 25th Apr 2013,25th Apr 2013,"£599,950",2 bed flat,1,2,2,1,1,Sale,25th Apr 2013,599950,1,2,Furnished,2 bed flat,|,,"Sole agent. A beautifully refurbished bright two bedroom (660 Sq Ft) first floor apartment situated in this period building offWestEnd Lane. The apartment benefits from a modern kitchen and bathroom as well as wood flooring in the reception room and hallway. The property is located within short distance of the cafes and restaurants ofWestHampstead with its excellent transport facilities includingWestHampstead Overground, Thameslink and underground stations, as well as excellent bus links intoCentralLondon."
1145280717,NW6,27363527,"Flat 5, 3 Woodchurch Road NW6 3PL",NW6 3PL,"Flat,        Leasehold,   1 Bed,   1 Bath,   1 Recep",28109675,Previously listed for rent on  1st Mar 2013,1st March 2013,"£1,560 pcm",1 bed flat,1,2,1,1,1,Rent, 1st Mar 2013,1560,1,1,Furnished,1 bed flat,||Furnished,,"AUniqueLoft Style 1 BedroomApartment- Top Floor (2nd) Of A Charming Double FrontedPeriodConversion - South Hampstead Conversation Area - 5 Minute Walk OfWestHampstead Tube (Jubilee Line Zone 2) And All Local Amenities - Generously Proportioned - 20'4 X 16'8 Reception/Dining Room - 6'3 X 5'8 Open Plan Kitchen With Breakfast Bar - Granite Surfaces And Integrated Appliances (Gas Range Hob, Electric Oven, Dishwasher, Washing Machine) - Contemporary Bathroom Suite With Utility Cupboard And Tumble Dryer - 12'3 X 11'7 Bedroom With Fitted Storage And Skylights - Eaved Aspects And Wooden Floors Throughout - StylishlyFurnished- Available now -CouncilTax: Band tbc camdenBedroom 1 12'3 x 11'7Reception 1 20'4 x 16'8Kitchen 6'3 x 5'8"
